"PMID","ACUTE_THREAT","POTENTIAL_THREAT","SUSTAINED_THREAT","LOSS","FRUSTRATIVE_NONREWARD","REWARD_VALUATION","EFFORT_VALUATION","EXPECTANCY","ACTION_SELECTION","INITIAL_REWARD_RESPONSIVENESS","SUSTAINED_REWARD_RESPONSIVENESS","REWARD_LEARNING","HABIT","ATTENTION","VISUAL_PERCEPTION","AUDITORY_PERCEPTION","OTHER_PERCEPTION","DECLARATIVE_MEMORY","LANGUAGE","GOAL_SELECTION","UPDATING_REPRESENTATION_MAINTENANCE","RESPONSE_SELECTION","INHIBITION","PERFORMANCE_MONITORING","ACTIVE_MAINTENANCE","FLEXIBLE_UPDATING","LIMITED_CAPACITY","INTERFERENCE_CONTROL","AFFILIATION_ATTACHMENT","FACIAL_COMM_RECEPTION","FACIAL_COMM_PRODUCTION","NONFACIAL_COMM_RECEPTION","NONFACIAL_COMM_PRODUCTION","AGENCY","SELF_KNOWLEDGE","ANIMACY_PERCEPTION","ACTION_PERCEPTION","MENTAL_STATE_UNDERSTANDING","AROUSAL","CIRCADIAN_RHYTHMS","SLEEP_WAKEFULNESS"
"11378312","1","0","0","4","0","0","0","2","0","1","0","0","0","2","3","3","0","3","10","0","0","0","0","0","1","1","1","1","1","4","5","9","7","3","2","1","1","1","0","0","0"
"11386470","2","1","5","1","0","2","2","3","1","1","3","1","2","2","3","6","0","0","8","0","1","1","1","0","2","2","1","2","2","3","7","6","8","0","2","0","1","0","1","0","1"
"11387404","4","3","1","1","0","0","0","0","0","0","0","1","1","3","0","0","2","0","0","0","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0"
"11387405","2","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","2","0","1","0","0","0","1","0","1","1","1","1","0","2","2","3","2","0","3","0","4","3","1","1","1"
"11387406","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","2","1","2","0","0","0","0","0","0","0","1"
"11388925","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","2","0","0","0","3","2","2","1","2","0","1","1","1","0","1","0","1","1","0","1","1"
"11394724","3","0","1","2","0","0","0","1","0","0","0","1","2","1","6","7","0","6","0","0","0","0","0","0","1","1","1","1","0","9","2","0","2","0","7","0","7","1","2","2","3"
"11395019","10","3","11","4","0","5","3","10","5","10","9","4","2","2","2","3","1","0","0","0","0","1","0","1","0","1","0","1","4","4","1","1","3","1","2","0","1","0","4","2","7"
"11410949","3","0","0","2","0","0","0","0","0","0","0","0","0","0","2","4","2","1","9","0","0","0","0","0","0","0","0","0","2","4","7","4","9","0","2","1","0","1","0","0","0"
"11410950","0","0","4","5","1","0","0","0","0","0","2","0","1","6","5","6","1","2","0","0","4","1","1","0","7","3","5","3","4","2","0","1","0","0","1","2","4","0","2","0","2"
"11410952","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","5","0","0","15","0","3","0","0","0","3","0","0","0","4","2","6","9","12","0","3","2","1","0","0","1","0"
"11422456","3","0","8","7","5","2","2","3","2","2","1","1","0","0","3","5","0","11","2","0","1","1","0","2","1","0","0","0","9","2","0","0","0","0","0","0","0","0","2","1","3"
"11426233","1","1","2","2","1","0","0","1","0","0","0","1","0","0","10","8","0","2","2","0","1","0","2","0","0","2","0","0","2","2","1","0","1","0","1","1","1","0","1","2","1"
"11430815","14","4","12","7","1","4","2","4","2","5","4","3","1","7","5","2","1","0","0","1","2","2","3","1","0","1","0","3","2","12","5","1","4","0","1","0","6","0","8","2","7"
"11431234","1","0","7","8","3","0","1","0","0","0","1","0","0","0","3","2","1","9","3","1","2","0","0","1","4","2","2","2","7","3","2","1","1","0","0","2","1","0","0","1","3"
"11435941","1","0","2","2","1","0","0","0","0","1","0","0","0","0","0","0","4","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"11435947","1","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","4","0","0","0","2","3","1","3","2","0","0","0","0","0","0","0","0","0","0","0","0"
"11438601","1","0","1","1","0","0","0","0","0","0","1","0","0","4","2","2","1","0","1","3","3","1","2","0","0","1","0","0","2","3","1","1","2","0","5","0","6","4","1","1","3"
"11440757","3","1","4","5","2","0","1","0","0","1","0","0","0","1","3","4","0","5","7","0","1","0","2","0","0","0","0","1","3","4","5","5","6","1","1","1","1","0","1","1","1"
"11459886","0","0","1","1","0","0","0","1","0","0","1","0","0","2","0","1","0","0","0","0","4","0","0","0","4","2","2","1","3","1","1","1","2","0","3","0","0","0","1","3","6"
"11463481","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","1","1","1","2","2","0","2","0","1","0","1","0","0"
"11467905","0","0","2","0","0","0","1","1","0","0","1","0","0","7","0","1","0","0","0","0","1","0","1","0","1","0","0","0","1","5","0","0","0","0","1","0","7","1","3","0","3"
"11493699","7","0","3","3","0","0","0","0","0","1","1","0","0","1","2","3","2","1","1","1","1","2","1","1","0","0","0","1","0","4","4","4","8","0","0","0","1","0","2","2","4"
"11496116","1","1","2","1","0","1","1","1","1","2","1","0","0","2","1","0","2","0","1","0","0","1","0","0","0","0","0","0","0","2","1","1","1","0","0","1","0","0","1","2","3"
"11496134","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1"
"11500993","1","1","2","7","1","1","1","1","1","0","1","0","0","1","0","0","0","1","1","1","5","1","1","0","6","3","4","3","5","0","1","1","2","0","3","0","0","2","0","1","1"
"11502261","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","4","0","0","0","0","0","0","0","0","0","1","0","1","1","0","2","0","0","1","0","2","1","1","0","2"
"11502262","0","0","3","2","2","0","1","0","0","0","0","0","0","1","5","5","0","2","3","0","2","2","2","1","3","1","1","2","4","1","1","1","2","0","2","2","1","0","0","0","1"
"11506530","2","0","8","11","3","1","2","2","1","0","1","1","1","0","3","3","0","11","3","0","1","0","0","0","1","0","0","0","8","1","0","1","0","0","1","1","0","0","0","2","1"
"11506531","0","0","5","7","3","0","1","0","0","0","0","0","0","0","6","6","5","10","1","0","1","0","0","0","1","0","0","0","11","1","0","2","1","0","1","1","1","0","0","0","1"
"11506538","1","0","3","5","1","0","0","0","0","3","2","0","0","4","3","4","3","3","1","0","8","0","0","0","8","0","4","0","9","2","1","3","1","0","0","1","1","0","0","1","1"
"11506539","0","0","2","0","0","0","0","2","1","0","2","0","0","9","1","1","1","0","0","0","2","1","2","0","1","1","0","0","3","6","0","0","3","0","1","0","7","1","1","0","1"
"11506547","3","0","0","2","0","0","0","1","0","0","0","0","0","2","0","1","1","1","2","0","0","0","0","0","1","1","1","1","0","1","2","3","1","0","6","0","3","4","0","1","1"
"11506651","2","1","2","0","0","1","0","2","0","1","2","1","0","8","3","3","0","0","0","0","0","0","1","0","0","0","0","0","3","5","0","1","2","0","2","1","5","2","1","0","1"
"11506654","0","0","1","0","0","0","0","0","0","1","3","0","0","2","3","5","0","0","5","0","0","0","1","0","0","0","0","0","0","3","3","5","6","0","0","0","0","0","0","2","0"
"11506655","10","2","8","8","0","1","2","1","1","4","2","1","0","3","3","1","1","0","0","0","0","3","2","0","0","1","0","2","2","6","3","1","5","1","1","0","3","0","7","3","10"
"11516443","0","0","0","2","1","0","0","0","0","0","0","0","0","1","2","1","0","0","2","0","2","0","0","0","3","1","1","1","2","1","1","1","1","0","3","0","0","2","0","0","1"
"11516444","10","5","13","12","4","1","1","1","1","4","1","2","0","0","0","0","0","7","2","0","0","0","0","0","1","1","1","1","6","5","5","1","5","0","0","0","0","0","6","3","7"
"11522264","11","6","11","11","2","0","0","1","0","5","1","1","1","2","1","1","0","1","0","0","0","3","3","0","0","0","0","0","1","6","4","1","5","0","0","0","0","0","11","6","9"
"11525320","4","1","4","2","0","2","1","2","1","2","2","1","0","4","3","3","3","1","0","0","1","0","1","0","2","1","2","2","2","2","2","5","1","2","8","1","3","6","1","0","2"
"11525326","1","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","4","0","0","0","0","0","1","1","2","1","1","3","1","7","3","3","8","3","4","5","1","1","3"
"11525327","1","0","0","1","0","1","2","1","1","0","0","0","0","2","2","1","0","0","7","1","1","2","0","1","1","1","1","3","0","3","5","4","7","0","0","0","1","0","1","0","0"
"11525339","1","0","2","4","0","0","1","0","0","0","2","0","0","2","0","0","0","3","0","0","3","0","0","0","3","0","1","0","4","0","0","2","0","0","2","0","0","1","0","0","0"
"11527554","1","0","1","1","0","0","1","2","0","0","0","0","1","1","4","5","0","0","11","0","1","2","2","1","2","1","2","1","2","0","2","4","2","0","0","2","1","0","1","0","1"
"11532885","1","0","0","0","0","0","0","0","1","0","0","0","0","1","2","2","2","0","1","1","1","2","0","2","1","1","1","2","2","2","0","0","0","0","1","1","2","1","2","0","3"
"11532889","4","0","6","5","1","0","0","1","0","0","2","0","0","2","2","4","1","1","5","1","3","6","4","3","3","1","1","4","2","7","4","5","8","1","3","1","7","1","1","2","2"
"11535686","1","0","1","0","0","0","0","1","1","0","1","0","0","4","2","1","0","0","0","0","0","0","3","0","0","0","1","1","1","2","1","1","3","0","0","0","1","0","1","0","2"
"11545466","3","2","6","7","1","5","4","5","3","4","7","4","2","1","1","1","0","0","0","0","0","2","3","0","0","0","0","0","2","3","0","0","0","0","2","0","2","0","3","1","2"
"11545724","0","0","1","1","0","0","0","0","0","2","0","0","0","0","3","2","3","1","1","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","1"
"11549616","0","0","3","7","2","0","1","0","0","0","1","0","0","7","5","3","1","10","0","1","5","0","0","0","5","1","3","2","8","12","0","1","1","0","8","0","10","2","3","2","2"
"11549617","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","2","1","0","2","0","0","0","0","0","0","0","0","1","2","1","0","1","3","0","0","0","0","0","0","1","0"
"11549619","1","0","2","3","1","0","0","0","0","0","1","0","0","1","13","12","0","4","4","0","0","1","4","0","1","1","1","1","3","3","2","0","2","0","3","2","0","0","0","0","3"
"11549754","10","4","8","8","2","0","1","0","0","5","2","0","0","3","2","2","0","0","0","0","1","1","3","0","1","0","1","0","5","6","5","3","7","1","3","0","1","1","7","4","8"
"11553288","0","1","1","1","0","0","0","0","0","0","1","0","1","1","1","2","1","0","1","0","0","0","2","0","0","0","0","0","1","0","1","2","1","0","4","1","5","3","2","0","2"
"11554517","2","0","7","12","2","1","1","1","1","0","1","0","0","2","2","3","1","6","4","1","9","1","0","0","9","4","6","5","12","2","1","5","2","0","3","1","0","2","1","2","1"
"11554801","4","0","1","2","0","0","1","1","0","1","1","0","0","2","0","0","1","0","1","1","2","3","1","1","0","0","0","3","0","1","2","1","3","0","0","0","0","0","2","2","1"
"11554806","3","0","7","5","4","0","0","1","0","0","2","0","0","4","4","3","2","6","5","1","4","0","1","0","2","1","0","0","5","4","4","2","4","0","0","1","0","0","0","1","1"
"11556898","0","1","1","2","0","0","0","0","0","0","1","0","1","5","1","0","3","0","0","0","3","0","1","0","3","2","2","1","2","8","0","1","0","0","1","1","7","1","3","1","4"
"11559958","2","0","5","6","5","0","0","0","0","0","0","0","0","0","3","2","0","9","0","0","0","1","0","0","0","0","0","2","7","3","2","1","0","0","0","0","1","0","0","0","0"
"11564326","0","0","1","2","0","0","1","0","0","0","0","0","0","0","5","9","0","0","19","0","3","1","2","0","5","2","2","2","4","8","9","13","13","0","4","3","2","2","0","0","1"
"11567063","2","0","4","4","0","1","0","2","0","1","2","1","0","3","1","1","0","0","0","2","4","2","1","2","3","1","1","3","4","1","0","1","1","0","2","0","2","1","0","0","0"
"11571223","3","0","6","6","2","1","1","1","1","0","2","0","0","5","3","3","0","3","2","2","10","4","5","2","8","2","4","8","9","0","0","4","1","0","2","0","0","2","0","0","1"
"11573015","6","2","6","4","0","3","1","4","1","5","4","3","0","0","2","4","0","1","0","0","0","0","0","0","0","0","1","0","3","4","2","2","3","0","0","0","1","0","4","3","4"
"11576194","0","0","4","3","2","0","1","0","0","0","1","0","0","2","3","2","0","4","2","0","1","0","0","0","1","0","0","0","3","2","2","2","2","0","1","0","1","0","0","0","0"
"11578663","1","0","0","1","0","0","0","1","1","0","0","0","0","1","1","1","0","0","2","0","1","0","1","0","0","0","0","0","1","0","0","0","1","4","2","1","1","0","0","1","2"
"11580903","0","0","7","6","3","0","0","0","0","0","1","0","0","2","9","8","0","7","2","0","1","0","1","0","1","0","0","0","6","5","2","1","3","0","0","0","2","0","0","0","1"
"11587890","0","0","5","7","4","0","1","2","0","0","1","0","0","1","2","2","0","8","1","0","0","0","0","0","0","0","1","0","6","2","1","2","1","0","0","0","0","0","0","0","0"
"11587893","3","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","2","0","9","0","1","1","0","0","2","1","1","1","4","9","10","9","9","2","5","0","4","2","0","1","2"
"11587899","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","1","1","1","1","0","0","0","1","0","0","1","1","2","1","1","0","0"
"11587904","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","3","0","0","0","0","0","0","0","0","0","1","2","3","2","4","0","2","0","2","1","1","0","0"
"11588589","1","1","1","3","1","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","2","1","2","3","3","2","2","1","3","2","1","0","0"
"11595101","1","1","4","1","0","1","0","2","0","1","2","1","0","2","4","7","0","1","6","0","0","0","1","0","1","1","1","2","0","3","4","3","8","0","1","1","0","0","1","3","1"
"11595262","0","0","0","0","0","1","1","1","1","0","0","0","0","2","6","8","1","1","8","0","0","0","0","0","0","0","0","0","0","1","2","2","4","0","0","3","0","0","0","1","2"
"11595391","8","1","1","3","2","0","0","1","0","0","1","0","1","2","1","2","0","2","1","2","2","5","4","2","0","0","0","1","0","3","1","2","1","1","2","0","3","2","1","0","0"
"11600656","0","1","0","1","0","0","1","1","0","1","1","0","0","2","2","0","0","0","1","0","1","0","0","0","2","1","1","1","1","2","0","0","0","0","1","0","3","1","1","0","1"
"11604609","2","1","0","0","0","0","0","0","0","0","1","0","2","0","1","1","2","0","1","0","0","0","0","0","0","0","0","0","2","2","2","0","1","0","1","0","2","0","2","0","0"
"11606687","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","1","0","0","0","0","0","0"
"11640935","1","1","1","0","0","0","0","1","0","0","0","1","1","6","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","4","0","0","1","0","0","0","5","0","4","0","2"
"11640943","0","0","0","0","1","0","0","0","1","0","0","0","1","1","7","5","0","1","7","0","0","0","0","0","0","0","0","1","1","1","1","5","1","0","4","2","5","3","1","2","0"
"11668653","1","1","2","1","0","1","0","1","0","1","2","1","0","1","2","2","0","1","9","0","1","1","3","0","1","2","1","2","0","3","6","5","10","0","0","0","0","0","0","0","0"
"11681302","1","0","2","1","0","0","0","1","0","0","2","0","2","10","6","6","4","2","0","1","1","1","1","1","1","1","2","4","0","10","0","2","0","0","6","1","8","2","3","1","4"
"11682336","0","0","2","0","0","0","0","1","1","0","2","0","0","6","5","2","0","0","0","0","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","1","3","0","2","1","1"
"11683908","0","0","5","4","2","0","1","0","1","0","2","0","0","1","2","2","0","5","0","0","2","0","0","0","2","0","1","0","6","0","0","1","0","0","1","0","0","1","0","0","0"
"11684178","3","0","6","9","4","0","1","1","0","0","0","0","0","1","5","4","0","12","3","0","5","3","0","0","5","0","0","2","12","2","1","1","2","0","1","0","1","1","0","0","1"
"11689304","1","1","1","1","0","0","0","0","0","0","2","0","0","2","0","0","2","1","0","0","0","0","0","0","0","0","0","0","2","2","1","0","0","0","1","0","1","1","0","1","1"
"11689307","2","0","2","1","0","0","1","0","0","0","1","0","0","1","2","2","0","0","1","1","1","5","3","2","1","1","1","4","1","0","1","1","2","0","2","1","1","1","0","0","0"
"11697932","2","2","3","8","0","0","0","0","0","1","1","0","0","3","0","0","0","1","0","0","4","1","1","0","6","4","5","5","4","1","1","0","1","0","0","1","0","0","2","3","3"
"11697933","0","0","1","2","0","0","1","0","0","0","1","0","0","3","2","1","0","1","7","0","2","0","0","0","2","0","1","0","3","3","3","2","3","0","0","0","3","0","1","1","4"
"11697934","5","1","3","2","0","0","0","0","0","2","0","0","1","1","0","1","1","0","0","0","1","0","0","0","1","0","0","0","1","2","1","1","2","0","1","0","4","1","3","0","3"
"11697938","9","4","6","4","0","1","0","2","0","1","2","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","5","3","0","3","1","1","0","0","0","3","1","3"
"11697939","0","0","0","1","0","0","0","2","0","0","0","0","0","2","4","1","0","0","0","0","0","0","0","0","1","1","1","1","1","4","0","0","1","0","1","0","3","0","1","0","1"
"11697946","3","0","1","1","0","0","0","0","0","0","0","0","0","1","2","1","0","1","1","3","3","3","2","1","0","2","0","3","1","1","0","0","2","0","0","1","2","0","0","0","2"
"11698133","0","0","0","0","0","0","0","1","0","0","0","0","0","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","2","1","1","2","0","3","2","1","0","1"
"11698604","0","0","1","1","0","0","0","2","0","0","1","0","0","5","1","3","3","0","2","0","0","0","2","0","1","1","2","1","0","5","2","2","4","0","3","1","4","1","1","0","4"
"11702561","1","0","4","2","0","0","0","0","0","2","2","0","0","4","6","6","0","0","6","1","2","4","2","1","2","1","1","5","2","5","3","2","3","0","1","2","3","0","0","0","0"
"11703464","4","1","5","4","1","4","4","5","3","3","4","3","2","1","1","1","0","0","0","0","1","1","2","0","1","0","0","0","4","2","0","0","0","0","2","0","1","0","4","1","2"
"11704074","5","3","7","6","1","2","0","2","0","2","3","2","1","2","1","1","0","2","1","0","2","1","3","0","2","1","1","2","4","0","1","1","3","2","3","0","0","1","2","1","2"
"11704079","3","1","0","0","0","0","0","0","0","0","0","0","2","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","3","0","0","0","2","0","1","2","3"
"11707086","4","0","2","2","0","1","1","2","0","1","1","1","0","2","0","0","0","0","0","1","1","4","2","3","0","0","0","2","0","0","0","0","2","0","1","0","1","1","0","1","2"
"11707094","6","0","3","2","0","2","1","2","3","3","2","2","1","0","1","1","1","0","0","4","4","2","2","5","0","1","0","3","2","2","0","0","0","0","3","1","3","2","4","1","4"
"11707096","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","1","0","2","1","1","0","1"
"11707097","4","1","1","0","0","1","0","1","0","1","1","1","0","1","1","1","0","0","1","2","4","3","2","1","1","1","0","3","1","0","0","1","1","2","2","1","5","2","0","0","0"
"11707103","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","5","0","2","2","0","5","0","7","2","1","1","1"
"11709486","0","0","4","5","3","0","0","1","0","0","0","0","0","1","3","2","0","8","2","0","1","0","0","0","1","0","0","0","8","3","1","2","1","0","1","2","2","0","0","1","3"
"11711895","5","2","7","1","1","2","1","3","1","1","4","2","1","2","1","1","2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","1"
"11713630","1","1","2","1","0","0","1","1","0","0","1","1","0","4","2","1","2","0","0","0","3","0","3","0","2","1","1","0","2","7","0","1","2","0","1","1","8","1","3","0","2"
"11723149","0","0","2","2","2","0","0","0","0","1","0","0","0","0","2","1","3","2","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0"
"11726800","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0"
"11728837","1","0","1","6","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","4","0","0","0","7","3","5","3","4","1","1","3","1","0","1","0","0","1","0","0","0"
"11733723","0","0","2","0","0","0","0","0","0","0","1","0","0","1","3","1","0","1","2","0","0","1","1","0","0","0","0","1","1","3","1","2","1","2","0","0","1","0","0","0","0"
"11733725","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","3","0","1","0","0","0","1","0","3","0","0","0","0","1","0","3","1","1","0","1"
"11738036","10","2","6","7","0","6","5","8","5","5","4","4","2","1","1","1","2","0","0","1","1","2","2","0","1","1","1","1","1","2","0","0","0","0","1","1","0","0","2","2","3"
"11739262","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","2","1","0","2","0","0","0","0","0","0","0","0","1","2","1","0","1","3","0","0","0","0","0","0","1","0"
"11739265","3","0","3","5","3","0","0","1","0","0","0","0","0","2","11","11","0","6","3","0","2","0","2","0","2","0","2","0","7","6","3","1","0","0","0","2","1","0","0","0","0"
"11739597","12","3","5","3","0","2","0","3","0","4","2","2","1","1","0","0","3","0","0","0","0","0","1","0","0","0","0","0","2","3","1","1","4","0","1","0","0","0","3","1","2"
"11742218","4","3","3","2","0","1","0","1","0","1","1","1","1","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"11742227","0","0","0","2","0","0","0","1","0","0","0","0","0","1","3","2","0","1","5","0","1","0","0","0","2","1","1","1","1","1","3","3","4","0","1","2","1","0","0","0","0"
"11742243","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","4","0","0","0","0","0","0","1","0","0","0","2","4","5","10","0","1","0","1","1","0","2","1"
"11750889","12","5","10","6","1","0","0","0","0","1","1","1","0","2","2","1","0","2","1","1","1","4","1","2","1","1","2","4","2","4","3","0","4","0","0","0","1","0","7","4","6"
"11750903","1","0","2","5","1","0","0","0","0","1","0","0","0","0","3","1","1","4","4","0","2","0","0","0","2","0","1","0","2","1","1","0","4","0","0","1","0","0","1","2","2"
"11771973","0","0","2","2","0","0","0","0","0","0","2","0","0","5","0","1","0","0","1","0","9","1","0","0","12","3","7","4","11","4","1","4","1","0","2","1","4","0","1","0","3"
"11784773","1","0","0","1","0","0","1","1","0","0","0","0","0","3","5","5","4","2","5","0","0","1","1","0","0","0","1","2","2","2","2","4","5","0","4","1","3","0","1","0","4"
"11784775","4","1","1","1","1","0","0","0","0","0","0","1","1","1","0","0","2","0","0","2","2","2","1","1","0","0","0","2","0","2","1","1","1","0","0","0","1","0","1","0","1"
"11792407","2","0","3","3","1","0","0","1","0","0","0","0","0","1","3","3","1","4","6","0","0","1","0","0","0","0","0","1","7","6","3","5","3","4","3","2","3","2","0","0","1"
"11796700","2","0","0","1","0","0","0","0","0","0","2","0","1","0","0","0","1","0","1","0","1","1","0","0","2","1","1","1","1","0","1","0","2","0","0","1","2","0","1","1","3"
"11796770","2","0","0","1","0","0","1","1","0","0","0","0","2","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","3","0","1","0","0","0","2"
"11798266","4","1","1","0","0","1","1","1","0","1","1","1","0","4","1","0","2","0","0","0","1","1","1","0","0","0","0","1","0","1","0","0","0","0","1","0","2","1","0","1","1"
"11798270","1","0","1","2","1","0","0","0","0","0","0","0","2","1","0","0","1","1","1","0","1","0","0","0","1","2","1","1","1","2","0","0","0","1","2","0","2","2","2","1","1"
"11798277","1","1","2","1","0","0","1","0","0","0","1","1","0","7","6","5","0","1","2","0","2","1","2","0","3","1","4","1","3","4","1","2","1","0","2","2","4","2","2","1","4"
"11798383","3","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7","1","1","12","0","0","0","0","0","0","1","0","0","0","6","10","5","8","0","2","2","1","0","1","0","2"
"11804576","3","0","3","2","0","0","1","2","0","0","1","0","0","1","2","1","0","0","2","1","1","3","2","1","2","2","2","3","0","6","2","4","4","0","5","0","4","4","1","0","1"
"11817892","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","2","0","0","4","0","1","0","0","0","1","0","0","0","1","3","4","3","4","0","1","0","2","0","1","0","0"
"11822992","7","4","6","6","2","4","3","5","4","5","6","3","3","0","1","1","0","0","0","0","0","2","2","0","0","0","0","0","0","2","0","0","0","1","3","0","1","0","5","1","2"
"11826125","5","2","3","1","0","1","0","2","0","1","3","2","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1"
"11832233","1","1","2","3","0","1","0","2","0","1","1","1","0","7","4","4","1","1","6","0","1","0","1","0","2","1","1","1","4","9","4","5","6","0","5","0","9","3","1","0","4"
"11834598","1","1","2","1","0","1","0","2","0","1","3","1","2","5","1","0","0","3","0","0","2","0","2","0","2","0","1","0","2","8","0","0","0","0","3","0","11","1","3","0","1"
"11835600","0","0","2","1","0","0","0","0","0","0","2","0","0","2","3","4","1","1","14","0","4","0","2","0","5","1","3","1","6","4","4","10","8","0","1","2","2","1","1","0","2"
"11835601","0","0","1","2","0","0","0","1","0","0","1","0","0","5","4","1","0","0","0","0","0","0","1","0","0","0","0","0","2","3","0","1","2","0","2","0","3","2","2","1","4"
"11835603","1","1","4","4","2","1","1","1","0","1","1","1","0","1","3","4","0","3","14","1","3","0","1","0","4","2","2","2","3","0","4","6","5","0","5","2","2","3","0","0","0"
"11835606","4","2","4","4","2","1","1","1","0","1","2","1","0","1","0","1","0","3","4","0","1","2","0","2","1","0","0","0","4","2","2","3","1","1","2","0","0","1","0","0","2"
"11839364","0","0","0","2","0","0","1","2","0","0","0","0","0","2","1","1","0","0","0","0","4","0","4","0","3","0","1","0","3","6","0","1","1","0","0","0","6","0","1","0","1"
"11844583","1","0","3","1","1","0","0","0","0","0","2","0","1","3","1","0","1","1","0","0","3","2","0","1","3","0","1","1","3","3","0","0","0","0","2","0","5","1","2","0","3"
"11844731","8","1","4","2","0","2","2","4","1","1","1","3","1","1","1","2","1","0","1","1","2","5","2","2","0","0","1","5","0","1","1","1","3","0","0","1","0","0","1","1","1"
"11848693","2","0","5","9","3","0","1","1","0","0","0","0","0","1","0","0","0","8","0","0","0","0","0","0","1","1","1","1","6","1","1","0","0","0","0","1","0","0","1","1","1"
"11848697","0","0","2","4","0","0","0","0","0","0","2","0","1","7","7","4","1","2","0","0","2","0","1","0","4","2","3","2","2","4","0","2","1","0","2","1","7","2","2","0","1"
"11848709","2","1","3","4","1","0","0","0","0","0","1","0","0","1","1","0","0","3","0","0","6","0","0","0","6","3","3","2","6","1","1","3","2","0","2","0","0","2","0","0","2"
"11848715","1","0","2","1","1","0","0","0","1","0","1","0","0","2","1","2","0","1","1","1","2","2","1","1","2","1","1","3","1","3","1","2","1","0","1","0","1","0","1","0","2"
"11848716","5","2","3","4","0","2","2","2","2","2","2","1","3","1","3","3","0","0","0","1","1","3","2","2","0","0","0","2","1","3","2","3","3","0","2","1","2","2","2","2","2"
"11853857","2","1","4","5","1","0","1","1","0","0","0","0","0","0","3","2","1","7","7","0","0","1","0","1","2","2","2","2","4","2","3","3","3","0","3","0","1","1","0","0","1"
"11856537","11","3","7","7","1","1","2","5","1","2","1","4","0","1","1","1","0","4","0","0","2","1","0","0","2","0","0","0","4","4","1","0","2","0","1","0","0","0","6","3","6"
"11859197","1","0","2","3","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","1","2","0","0","0","2","1","1","1","1","2","0","0","1","0","0","1","2","0","1","0","1"
"11860517","0","0","2","0","0","0","0","0","0","0","2","0","1","5","1","3","0","0","1","0","6","1","3","0","4","2","3","3","6","2","0","1","2","0","1","1","3","1","0","0","1"
