"PMID","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"11733725","0","0","0","0","4","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","3"
"11738036","1","0","4","0","2","0","6","1","7","1","5","3","3","1","1","3","0","0","1","0","0","0","0","2","0","0","0","1","0","0","1","0","1","0","0","2","2","1","0","1","5"
"11739262","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","4","0","0","0","0","0","0","2"
"11739265","0","3","0","1","0","0","2","0","0","0","1","0","0","0","0","0","0","3","0","0","0","2","6","0","5","0","0","1","4","0","0","0","1","2","1","5","0","0","4","0","12"
"11739597","0","0","5","1","0","0","0","1","3","1","7","1","2","0","1","1","0","0","0","0","0","0","0","1","0","0","0","2","0","0","1","0","1","0","0","3","0","2","0","0","3"
"11742218","0","0","6","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","3"
"11742227","0","2","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","2","1","1","1","2","0","0","1","2","0","0","0","0","6","0","0","0","0","0","0","3"
"11742243","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","5","0","0","0","0","0","0","2","0","0","0","0","0","10","0","0","0","0","0","0","1"
"11750889","0","2","10","0","6","0","0","2","0","1","2","0","1","1","3","1","0","0","1","0","0","0","2","4","0","0","0","1","1","0","0","0","2","2","1","3","0","5","0","0","6"
"11750903","0","2","1","0","0","0","1","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","4","0","0","0","0","0","3","0","0","0","0","7","0","1","0","1","1","0","2"
"11771973","0","14","0","2","2","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","3","0","0","0","4","0","0","0","0","2","1","2","1","0","0","0","1","9"
"11784773","0","0","0","4","2","1","1","0","0","3","7","0","0","0","0","0","1","2","0","0","3","0","1","0","3","0","0","2","2","0","0","0","2","6","1","1","0","0","1","0","6"
"11784775","0","0","1","0","3","0","0","0","0","0","4","0","1","2","0","0","0","0","0","0","0","0","1","3","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","3"
"11792407","0","0","3","1","1","0","4","0","0","0","1","0","0","0","3","0","1","1","0","0","3","1","4","0","2","0","1","3","5","0","0","0","0","6","0","3","0","0","3","3","8"
"11796700","0","1","0","0","1","0","0","0","0","1","4","1","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","3"
"11796770","0","0","0","3","0","0","1","0","0","1","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","5"
"11798266","1","0","1","0","1","1","0","0","1","0","3","0","1","0","0","0","0","2","0","0","1","1","0","1","0","0","0","0","1","0","0","1","1","0","0","0","0","1","0","0","3"
"11798270","0","1","0","0","0","1","0","0","0","1","4","0","0","0","0","1","0","0","0","0","3","0","1","1","0","0","0","1","1","2","0","0","1","1","0","2","0","0","1","0","2"
"11798277","0","4","2","1","1","0","3","2","0","1","1","0","1","0","0","1","0","4","0","0","1","2","1","0","1","0","0","3","3","0","0","0","5","3","4","1","0","0","0","0","11"
"11798383","0","0","0","3","0","0","1","0","0","1","1","0","0","1","0","0","1","2","0","0","2","0","1","0","3","0","0","1","4","0","0","0","0","13","0","4","0","0","0","0","3"
"11804576","0","1","0","2","6","0","1","0","0","0","0","1","1","1","0","3","0","1","0","0","3","1","0","6","0","0","0","6","2","0","0","0","0","3","0","0","0","1","0","1","9"
"11817892","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","2","0","0","2","1","1","0","0","0","4","0","0","0","0","0","0","1"
"11822992","0","0","5","0","0","0","3","0","5","0","1","3","2","0","3","0","0","0","3","0","1","0","0","2","0","0","0","0","0","1","2","0","0","1","0","1","4","3","0","2","2"
"11826125","0","1","3","0","1","0","0","0","1","0","3","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","3"
"11832233","0","2","2","2","0","2","0","2","1","1","2","0","2","0","0","1","0","3","0","0","6","0","2","2","0","0","0","4","3","0","0","0","5","7","3","1","0","0","0","0","11"
"11834598","0","2","1","2","0","1","0","1","1","1","2","1","1","0","0","0","0","1","0","0","4","1","1","3","0","0","0","0","1","1","0","0","2","0","3","3","0","0","2","0","9"
"11835600","0","7","1","0","1","0","1","1","0","2","2","0","0","0","0","0","0","0","0","0","2","0","0","1","2","0","0","7","10","0","0","0","1","14","1","1","0","0","1","1","8"
"11835601","0","1","1","0","0","0","0","1","0","1","2","0","0","0","0","1","0","1","0","0","1","2","0","1","0","0","0","2","2","0","1","0","5","0","2","2","0","0","0","0","7"
"11835603","0","3","1","2","1","2","2","0","1","0","0","0","1","1","0","0","1","2","0","0","4","0","3","2","2","0","0","3","3","0","1","0","0","14","0","1","0","0","2","1","4"
"11835606","0","2","2","1","0","0","1","0","1","1","0","0","1","0","1","0","1","0","0","0","1","0","3","5","0","0","1","2","3","0","0","0","0","3","0","1","0","0","2","1","4"
"11839364","0","3","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","1","1","1","1","0","1","0","0","0","0","10"
"11844583","0","4","0","1","2","1","0","1","0","1","2","0","0","0","0","0","0","0","0","0","2","0","1","1","0","0","0","0","1","1","0","0","0","0","0","1","0","0","1","0","7"
"11844731","0","0","3","0","6","0","2","0","2","0","6","0","4","1","0","0","0","0","0","0","0","0","0","4","0","0","0","1","0","0","0","1","0","3","0","0","0","1","0","0","3"
"11848693","0","0","0","0","0","0","2","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","9","2","0","0","0","1","0","0","0","0","1","0","0","2","0","0","4","0","6"
"11848697","0","4","0","1","1","2","1","2","0","1","3","0","0","0","0","1","0","4","0","0","3","1","2","2","0","0","0","4","4","1","0","0","4","0","3","1","0","0","0","0","7"
"11848709","0","6","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","3","2","0","0","0","4","0","0","0","0","0","0","0","1","0","0","2","0","5"
"11848715","0","2","0","1","3","0","1","1","0","1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","2","1","1","0","0","2","0","1","1","0","0","1","0","4"
"11848716","0","2","3","0","2","0","3","1","2","0","4","0","0","1","1","1","0","1","0","0","2","1","0","5","0","0","0","2","1","1","1","0","2","2","1","2","0","2","0","0","3"
"11853857","0","0","1","2","0","1","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","6","2","2","0","0","3","4","0","0","0","0","7","0","1","0","0","5","0","6"
"11856537","0","2","7","1","1","0","2","1","1","4","1","1","6","0","2","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","7","1","4","4","0","3"
"11859197","0","1","0","0","0","0","1","0","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","3","0","0","0","1","0","0","2","0","0","0","0","2","0","0","0","0","2"
"11860517","0","7","0","0","2","1","1","1","0","0","4","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","2","0","0","0","2","2","2","2","0","0","0","0","0","7"
"11867253","0","5","0","2","1","1","0","1","0","1","4","0","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","2","2","0","0","0","3","1","3","1","0","0","0","0","6"
"11870922","0","0","5","0","0","0","1","0","2","2","1","2","0","0","6","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","8","0","6","0","2","3"
"11872243","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11879657","0","0","8","1","0","0","5","0","11","0","2","6","11","1","1","0","0","1","0","1","1","0","0","2","0","0","0","0","0","0","2","0","0","1","0","0","1","5","0","3","5"
"11880658","0","4","0","1","2","0","2","0","0","1","0","0","0","1","0","1","0","1","0","0","0","1","0","2","0","0","0","2","1","0","0","0","0","0","0","1","0","0","0","0","5"
"11897168","0","3","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","4"
"11897862","0","2","1","0","0","1","1","1","0","5","3","0","0","0","0","1","0","0","0","0","2","0","0","0","0","1","0","0","0","1","0","0","1","0","0","2","0","0","0","0","3"
"11900104","0","0","0","2","0","0","2","0","0","0","2","0","0","0","0","0","1","2","0","0","1","1","2","0","3","0","0","1","4","0","0","0","0","5","0","1","0","0","1","0","3"
"11900732","0","1","9","0","3","0","1","2","0","0","5","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","3","4","0","1","0","0","2"
"11900744","0","1","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","7","0","0","2","2","0","1","1","0","0","0","5","0","0","0","1","0","1","1","0","0","0","0","4"
"11906226","1","4","5","1","1","0","0","0","1","1","2","1","1","0","5","0","0","0","1","0","5","0","1","1","0","0","0","6","1","1","0","1","1","15","0","8","0","6","2","0","3"
"11906228","0","12","1","2","1","1","3","0","0","0","1","0","0","0","0","1","0","1","0","0","3","1","3","2","1","0","0","8","4","0","0","0","0","11","0","0","0","0","2","1","7"
"11906233","0","0","0","1","0","0","2","0","0","0","1","0","0","0","1","0","2","1","0","0","4","0","2","2","4","0","1","3","4","0","0","0","1","24","0","1","0","0","1","1","3"
"11906237","0","1","0","1","0","1","1","3","0","3","0","0","0","0","0","1","0","3","0","0","1","1","1","2","0","0","0","1","1","0","0","0","5","0","5","2","0","1","1","0","11"
"11906238","0","3","2","0","2","1","5","1","1","1","3","1","0","1","2","0","1","0","0","0","3","0","2","0","2","0","1","2","3","0","0","0","1","9","1","0","0","1","1","2","2"
"11906703","2","0","12","1","1","0","5","0","6","0","0","1","6","1","5","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0","0","2","0","7","0","4","1","0","4"
"11907685","0","2","1","0","1","0","1","1","0","2","2","0","0","1","0","0","0","3","0","0","0","3","1","0","0","0","0","0","4","0","0","0","2","2","1","1","0","0","0","0","6"
"11914723","0","0","0","0","0","0","1","0","0","2","2","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","4","0","0","0","0","1","0","1"
"11919006","0","1","1","0","5","0","1","1","0","0","4","0","0","1","0","0","0","0","0","0","1","0","0","2","0","0","0","2","0","0","1","0","1","2","1","0","0","0","0","1","3"
"11922877","1","1","9","0","2","0","1","1","2","0","3","1","1","1","6","0","0","0","2","0","0","0","2","0","0","1","0","2","0","0","0","1","2","7","1","7","0","8","0","0","5"
"11923438","0","1","6","1","0","0","2","0","3","0","0","1","0","0","7","0","1","0","1","0","4","0","0","0","0","0","2","3","1","0","0","0","0","0","0","7","0","5","0","4","3"
"11923446","0","1","0","5","1","2","2","0","0","0","4","0","0","0","0","0","0","0","0","0","4","0","0","1","1","0","0","0","1","1","1","0","1","2","0","3","0","0","1","1","3"
"11930139","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11931748","0","0","0","0","0","0","1","1","0","0","2","0","0","1","1","0","0","1","0","0","2","1","0","0","0","0","0","2","0","1","0","0","1","4","1","0","0","0","0","0","1"
"11931750","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","4","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","1","0","0","0","0","5"
"11931928","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","4","0","0","1","0","3","0","2","0","0","0","4","0","0","0","1","6","1","1","0","0","1","0","3"
"11931949","0","1","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","8","0","3","0","0","1","1","0","0","0","0","4","0","1","0","0","7","1","9"
"11950516","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"11950765","0","6","1","1","2","0","2","1","0","0","1","0","0","1","0","1","0","0","0","0","1","0","3","3","0","0","0","3","0","0","1","1","1","3","1","0","0","0","2","2","8"
"11950772","0","0","1","2","0","1","2","0","0","0","0","0","0","0","0","0","0","4","0","0","1","0","5","0","3","0","0","0","1","0","0","0","1","6","0","1","0","0","2","0","4"
"11954059","0","2","0","0","1","0","1","2","0","1","4","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","2","0","0","1","3","2","2","3","0","0","1","0","6"
"11958958","0","0","0","4","0","2","0","0","0","0","4","0","0","0","0","1","0","0","0","0","6","0","0","2","0","0","0","2","1","1","0","0","0","1","0","0","0","0","0","0","2"
"11958964","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","2","0","0","0","1","0","0","0","2","0","0","0","0","8","0","1","0","0","0","1","0"
"11960021","0","4","3","0","0","1","0","0","3","0","2","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","2"
"11960892","0","0","3","1","0","0","1","0","1","2","5","2","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","3","1","2","2"
"11960893","0","6","1","3","2","0","2","1","0","0","2","0","2","4","0","0","1","0","0","0","4","0","0","5","0","0","0","3","0","1","1","0","4","12","1","0","0","0","0","0","7"
"11969318","0","4","0","3","6","0","1","3","0","0","2","0","0","1","0","1","0","0","0","0","1","0","0","5","1","0","0","4","1","0","0","0","4","5","3","1","0","1","0","0","5"
"11969327","0","3","1","0","2","1","0","0","0","0","5","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","4","1","1","0","0","0","10","0","1","0","2","0","0","3"
"11970784","0","4","0","0","1","1","1","1","0","2","4","0","0","0","0","0","0","1","0","0","2","1","1","4","0","0","0","0","3","0","0","0","3","3","2","1","0","1","0","1","7"
"11976394","0","5","0","2","6","1","2","1","1","0","5","0","0","4","0","1","0","0","0","1","5","0","0","5","0","0","0","2","0","1","1","0","2","2","2","3","0","1","1","0","3"
"11988177","0","1","0","2","1","0","2","0","1","1","0","0","0","2","0","0","0","2","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","7","0","0","0","0","6"
"11992655","0","3","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","2","0","0","0","0","1","0","1","0","0","0","0","5"
"11997687","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","0","4","0","0","2"
"11999890","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","3"
"12003859","0","3","1","0","1","0","1","0","1","1","0","0","1","1","0","0","0","1","0","1","1","1","0","1","1","0","0","0","1","0","0","0","3","0","1","1","0","1","0","0","6"
"12007751","0","0","1","0","0","0","1","2","2","1","1","2","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","3","2","2","1","1","2","0","0","3"
"12023321","0","2","7","0","1","0","1","0","1","1","4","0","4","0","2","1","0","0","1","1","0","0","1","1","0","0","0","2","0","0","0","0","1","0","0","3","0","2","0","0","5"
"12030830","0","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2"
"12032364","0","2","0","0","2","1","2","0","1","0","0","0","0","2","0","1","0","0","0","0","1","0","0","5","0","0","0","2","0","0","1","0","0","2","0","0","0","0","0","0","0"
"12040063","0","1","3","0","2","0","1","0","5","0","0","1","4","1","0","1","0","0","1","0","1","0","0","3","0","0","0","2","0","0","2","0","0","1","0","0","0","1","0","1","6"
"12050089","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","6","0","0","2","1","1","0","0","0","0","0","4","0","0","0","0","1","0","4","0","0","0","0","3"
"12060018","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"12062028","0","1","0","1","0","0","1","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","2"
"12062047","0","3","2","0","0","0","0","0","0","1","6","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","2","0","0","0","3","3","1","1","0","0","0","0","6"
"12062884","0","1","0","0","0","0","2","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","3","0","0","0","1","0","0","1","0","1","2","0","0","0","0","0","0","1"
"12063136","0","2","0","1","1","0","0","0","0","1","7","1","0","0","0","0","0","1","0","1","3","0","0","2","0","0","0","3","1","0","0","0","0","5","0","1","0","0","0","0","2"
"12065841","0","0","0","3","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","2","0","1"
"12067697","0","0","0","4","0","0","2","0","0","1","0","0","0","0","0","0","0","1","0","0","1","1","7","1","2","0","0","1","1","0","1","0","0","0","1","6","0","0","7","0","11"
"12067701","0","2","0","4","0","2","1","2","0","0","2","0","0","0","0","1","0","2","0","0","5","0","5","3","1","0","0","3","3","1","0","0","3","2","2","4","0","0","5","0","5"
"12074896","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","2","0","0","0","1","0","1","1","0","0","0","0","4"
"12077201","0","2","1","3","0","0","0","2","1","1","4","0","2","0","0","0","0","2","0","1","1","1","3","0","3","0","0","1","5","0","0","0","5","3","4","3","0","1","2","2","9"
"12091573","0","2","0","1","1","1","0","2","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","1","3","0","3","1","0","0","1","0","3"
"12091578","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","0","1","0","0","0","0","0"
"12098493","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"12098499","0","0","1","0","0","0","0","0","1","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"12099909","0","2","0","2","0","2","0","2","0","1","1","0","0","0","0","0","0","0","0","0","4","0","0","1","0","1","0","0","1","1","0","0","4","0","3","1","0","0","0","0","5"
"12106480","0","3","2","3","0","1","0","1","0","1","3","0","0","0","0","0","0","1","0","0","2","0","1","0","0","1","0","2","0","1","0","0","2","2","1","1","0","0","0","1","7"
"12112763","0","1","0","1","1","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","1","0","0","0","3","0","0","0","0","0","1","0","1","0","0","0","1","4"
"12112764","0","3","0","1","0","1","1","1","0","1","2","0","0","0","0","0","0","0","0","0","6","0","0","0","2","0","0","3","1","0","0","0","0","10","0","1","0","0","0","0","7"
"12112766","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","4","3","0","1","0","0","8","0","0","0","0","1","0","2"
"12112767","0","2","2","3","1","0","2","0","0","0","1","0","0","0","0","0","1","0","0","0","3","0","2","1","4","0","0","3","8","0","1","0","0","18","0","2","0","0","1","1","4"
"12112769","0","1","2","2","1","0","2","1","1","2","2","0","1","0","0","1","0","1","0","0","1","0","0","1","0","0","0","1","2","0","1","0","3","1","1","1","0","0","0","2","2"
"12115241","0","0","2","0","1","0","0","0","1","0","5","0","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","5"
"12117366","0","1","0","3","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","5","4","0","0","0","0","13","0","0","0","0","0","0","3"
"12122033","0","2","0","0","3","3","0","1","0","0","2","0","0","0","0","0","0","0","0","0","6","0","0","1","0","0","0","2","0","1","1","0","1","1","1","2","0","0","0","0","5"
"12122035","0","7","0","0","0","1","0","1","0","1","2","0","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","2","0","0","0","0","2","1","1","0","0","0","0","0","6"
"12122177","0","5","0","1","1","0","1","1","0","2","2","0","0","0","1","0","0","0","0","0","0","0","8","2","1","1","0","1","1","0","0","0","1","2","1","2","0","0","4","0","8"
"12123617","0","3","2","0","1","2","3","2","0","2","4","0","1","2","0","1","0","5","0","0","3","2","0","2","0","0","0","1","4","0","0","0","4","2","3","1","0","0","1","0","9"
"12123619","0","1","1","0","0","1","0","0","0","1","2","0","1","0","0","1","0","1","0","0","1","1","0","2","0","0","0","1","3","0","0","0","2","0","2","1","0","1","0","0","7"
"12126497","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","2","0","0","0","2","0","0","1","1","0","1","3","6","0","0","0","1","15","0","1","0","0","1","1","7"
"12126506","0","8","0","0","0","1","1","0","0","0","1","0","0","0","0","1","0","0","0","0","3","0","1","3","0","0","0","3","0","1","0","0","0","1","0","0","0","0","0","0","5"
"12133565","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","1","1","0","0","3","0","0","0","0","0","0","2","5","0","0","0","0","16","0","0","0","0","0","0","0"
"12133585","0","0","0","0","0","0","0","1","1","1","6","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0"
"12135971","0","2","2","0","0","0","4","1","0","1","1","0","0","0","3","0","2","0","0","0","2","0","5","0","0","0","2","2","1","0","0","0","1","5","1","0","0","1","2","4","5"
"12139955","0","5","1","1","7","1","1","2","2","1","1","0","0","1","0","1","1","0","0","0","3","0","2","5","0","0","0","2","0","0","0","1","3","5","2","1","0","0","1","0","9"
"12145327","0","1","3","0","1","0","0","0","0","0","3","2","0","1","3","0","0","0","0","0","1","0","5","1","0","0","0","0","0","2","0","0","0","1","0","1","0","7","2","0","4"
"12146684","0","14","1","0","1","0","1","0","1","0","3","0","0","1","0","0","0","1","0","0","0","0","1","2","0","1","0","4","1","1","0","0","0","0","0","1","0","0","1","0","6"
"12147314","0","0","8","0","0","0","1","0","2","0","2","1","3","0","3","0","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","3","0","1","2"
"12151286","1","5","1","0","2","0","0","1","0","1","0","0","0","0","1","2","0","0","0","0","1","0","1","3","0","0","0","4","0","0","0","0","1","4","0","0","0","1","0","1","7"
"12151507","0","7","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","1","1","0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","3"
"12160754","0","0","2","4","0","1","3","0","4","0","1","1","1","1","1","0","0","0","0","0","6","0","1","1","1","0","0","0","2","1","1","0","0","2","0","5","0","1","3","1","3"
"12160755","0","1","4","0","1","0","1","0","4","1","5","0","1","1","3","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","1","0","0","2"
"12160756","1","2","3","1","4","0","3","0","5","0","1","1","2","1","2","0","0","0","1","0","2","0","0","0","0","0","0","2","0","0","1","0","0","3","0","0","0","1","0","2","3"
"12163553","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","2"
"12165350","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3"
"12165364","0","1","3","0","0","0","1","0","0","2","1","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","4","0","0","4"
"12165379","1","0","3","0","0","0","1","1","0","1","2","1","0","1","4","1","0","1","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","2","0","12","0","6","0","2","6"
"12165380","0","0","0","7","0","1","0","0","1","2","0","0","0","0","1","2","0","0","0","0","3","0","1","2","1","0","0","3","0","0","0","0","0","1","0","4","0","0","6","1","5"
"12165401","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","1","0","0","0","0","1"
"12165478","0","2","1","0","0","0","0","1","0","1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","2","1","0","0","0","0","7"
"12165479","0","8","0","3","3","0","2","0","0","0","1","0","0","0","0","0","1","1","0","0","2","1","4","2","2","0","0","6","8","0","0","0","0","13","0","1","0","0","1","0","7"
"12167262","0","1","0","0","1","0","1","0","0","2","0","1","0","0","3","0","0","1","0","0","0","2","8","0","1","0","1","2","2","0","0","0","0","2","0","1","0","1","6","1","11"
"12169260","0","1","1","4","2","1","4","0","0","0","2","0","0","0","0","1","0","1","0","0","3","2","2","1","4","0","0","2","2","0","0","0","0","10","0","0","0","0","1","0","5"
"12183390","0","2","0","1","1","1","0","0","0","0","2","0","1","5","0","0","0","0","0","0","3","0","0","6","1","0","0","0","0","2","0","0","2","1","0","0","0","0","0","0","2"
"12187466","0","2","2","2","5","1","2","4","2","0","3","0","1","1","0","1","2","0","0","0","4","0","3","4","1","0","0","5","0","1","0","0","3","7","2","0","0","1","3","0","8"
"12191457","0","2","1","2","2","0","0","0","0","0","3","0","0","0","0","1","0","0","0","0","6","0","1","4","0","0","0","4","0","1","0","0","0","10","0","1","0","0","0","1","2"
"12193197","0","1","0","2","1","1","1","0","0","1","3","0","0","2","0","0","0","1","0","0","3","0","0","1","0","0","0","0","0","2","1","0","0","1","0","1","0","0","0","1","1"
"12194878","0","3","1","2","3","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","4","0","1","1","4","0","0","5","2","0","1","0","0","11","0","0","0","0","0","0","5"
"12197012","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","7","1","2","0","0","2","1","0","0","0","0","1","0","0","0","0","5","0","7"
"12202078","0","4","0","1","2","1","1","2","0","0","2","0","0","1","0","0","0","0","0","0","2","0","4","3","0","0","0","0","1","0","1","0","2","7","1","0","0","0","1","0","3"
"12202083","0","2","2","2","1","0","0","0","0","0","0","1","0","0","1","3","0","0","0","0","1","0","1","2","0","0","0","6","3","0","0","0","0","6","0","2","0","1","1","0","4"
"12202084","0","3","0","0","0","0","0","2","0","1","2","0","0","1","0","0","0","2","0","0","1","1","0","0","0","0","0","0","1","0","0","0","5","2","5","2","0","0","0","0","5"
"12202096","0","3","0","1","3","0","1","1","1","0","1","0","0","2","0","2","0","0","0","0","1","0","0","6","0","0","0","2","0","0","1","0","2","6","2","0","0","0","0","1","4"
"12203688","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"12204304","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","2","0","0","0","1","1","1","1","0","0","1","2","0","0","0","1","3","1","2","0","0","0","0","4"
"12205161","0","1","2","0","0","0","3","3","1","1","5","2","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","1","0","2","0","0","3"
